"U.S. Border Patrol Blaine and Spokane Sectors' Apprehensions"|||||||||
"January 1, 2012 - June 30, 2019"|||||||||
"Data includes Deportable Aliens Only"|||||||||
"Data Source: EID (Unofficial) as of 9/30/19"|||||||||
|||||||||
|||||||||
"APPR_DT_TIME"|"SECTOR"|"APP_AGE"|"GENDER"|"COMPLEXION"|"HAIR_COLOR"|"EYE_COLOR"|"CITIZENSHIP"|"STATUS_WHEN_FOUND"|"CRIMINAL_ALIEN"
1/25/2012 10:27:00 AM|"SPW"|36|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
1/25/2012 12:40:00 PM|"BLW"|32|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
1/25/2012 12:40:00 PM|"BLW"|36|"Male"|"MED"|"BLK"|"BRO"|"COLOMBIA"|"IN TRAVEL"|"N"
1/26/2012 2:14:00 PM|"BLW"|25|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
1/26/2012 2:14:00 PM|"BLW"|34|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
1/27/2012 12:45:00 AM|"BLW"|26|"Male"|"MED"|"BLK"|"BRO"|"HONDURAS"|"IN TRAVEL"|"N"
1/27/2012 12:45:00 AM|"BLW"|29|"Male"|"MED"|"BLK"|"BRO"|"HONDURAS"|"IN TRAVEL"|"N"
1/30/2012 12:57:00 AM|"BLW"|29|"Male"|"MED"|"BLK"|"BRO"|"IRAN"|"IN TRAVEL"|"N"
1/30/2012 10:25:00 AM|"SPW"|32|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
1/31/2012 2:30:00 AM|"BLW"|20|"Female"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
1/31/2012 6:30:00 PM|"BLW"|37|"Female"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"IN TRAVEL"|"N"
1/31/2012 8:41:00 PM|"BLW"|32|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"IN TRAVEL"|"N"
1/31/2012 8:41:00 PM|"BLW"|29|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"AGRICULTURE"|"N"
2/1/2012 12:15:00 AM|"BLW"|33|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
2/1/2012 12:15:00 AM|"BLW"|20|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
2/1/2012 7:00:00 AM|"SPW"|43|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"AGRICULTURE"|"N"
2/1/2012 8:17:00 PM|"BLW"|18|"Male"||"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/1/2012 8:40:00 PM|"BLW"|36|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/2/2012 11:26:00 AM|"BLW"|43|"Male"|"MED"|"BRO"|"BRO"|"MEXICO"||"N"
2/2/2012 11:26:00 AM|"SPW"|30|"Female"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/2/2012 4:40:00 PM|"BLW"|38|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/4/2012 6:25:00 PM|"BLW"|34|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"IN TRAVEL"|"N"
2/6/2012 9:07:00 AM|"SPW"|42|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/6/2012 7:30:00 PM|"BLW"|24|"Female"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
2/6/2012 7:30:00 PM|"BLW"|29|"Male"|"MED"|"BRO"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
2/6/2012 8:15:00 PM|"BLW"|25|"Female"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
2/6/2012 8:15:00 PM|"BLW"|30|"Female"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
2/7/2012 10:01:00 AM|"SPW"|26|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"SERVICES"|"N"
2/7/2012 11:18:00 AM|"BLW"|29|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/9/2012 9:16:00 AM|"BLW"|33|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/9/2012 9:16:00 AM|"BLW"|41|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/9/2012 10:11:00 AM|"BLW"|22|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"CONSTRUCTION"|"N"
2/9/2012 10:00:00 PM|"BLW"|21|"Male"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
2/10/2012 7:05:00 AM|"SPW"|44|"Male"|"MED"|"BRO"|"BRO"|"MEXICO"|"AGRICULTURE"|"N"
2/10/2012 1:20:00 PM|"SPW"|22|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/11/2012 12:56:00 AM|"BLW"|40|"Male"|"MED"|"BRO"|"BRO"|"INDIA"|"IN TRAVEL"|"N"
2/11/2012 2:24:00 AM|"BLW"|20|"Male"|"MBR"|"BRO"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
2/11/2012 2:24:00 AM|"BLW"|20|"Male"|"LBR"|"BRO"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
2/11/2012 8:02:00 PM|"BLW"|21|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"IN TRAVEL"|"N"
2/12/2012 9:07:00 AM|"BLW"|24|"Male"|"MBR"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
2/12/2012 9:07:00 AM|"BLW"|38|"Female"|"MED"|"BRO"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
2/12/2012 9:07:00 AM|"BLW"|25|"Female"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
2/12/2012 9:07:00 AM|"BLW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
2/12/2012 9:30:00 PM|"BLW"|38|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/12/2012 10:20:00 PM|"BLW"|21|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"AGRICULTURE"|"N"
2/13/2012 11:30:00 PM|"BLW"|23|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/13/2012 11:30:00 PM|"BLW"|24|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/14/2012 12:58:00 PM|"BLW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/15/2012 2:03:00 AM|"BLW"|33|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"SEEKING EMPLOYMENT"|"N"
2/15/2012 8:50:00 AM|"SPW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/15/2012 6:18:00 PM|"BLW"|37|"Male"|"MED"|"BLK"|"BLK"|"INDIA"|"TRAVEL/SEEKING"|"N"
2/15/2012 6:18:00 PM|"BLW"|35|"Male"|"MED"|"BLK"|"BLK"|"INDIA"|"TRAVEL/SEEKING"|"N"
2/16/2012 8:00:00 PM|"BLW"|33|"Male"|"LBR"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/16/2012 8:00:00 PM|"BLW"|28|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/16/2012 8:00:00 PM|"BLW"|28|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/18/2012 10:59:00 AM|"BLW"|25|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/19/2012 1:56:00 PM|"BLW"|22|"Male"|"DBR"|"BLK"|"BLK"|"ZAMBIA"|"IN TRAVEL"|"N"
2/19/2012 3:45:00 PM|"BLW"|26|"Female"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
2/19/2012 3:45:00 PM|"BLW"|37|"Female"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
2/19/2012 3:45:00 PM|"BLW"|9|"Male"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
2/19/2012 3:45:00 PM|"BLW"|11|"Female"|"MED"|"BLK"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
2/19/2012 8:34:00 PM|"SPW"|37|"Male"|"LBR"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/20/2012 12:10:00 AM|"BLW"|44|"Female"||"BRO"|"BLU"|"CANADA"|"TRAVEL/SEEKING"|"N"
2/20/2012 11:00:00 AM|"SPW"|30|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/20/2012 11:06:00 AM|"SPW"|21|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/21/2012 4:25:00 AM|"BLW"|21|"Male"|"LGT"|"BRO"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
2/22/2012 1:22:00 AM|"SPW"|48|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/22/2012 6:15:00 PM|"BLW"|21|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/23/2012 3:40:00 AM|"BLW"|42|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
2/23/2012 3:40:00 AM|"BLW"|45|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
2/23/2012 11:38:00 AM|"BLW"|22|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"TRAVEL/SEEKING"|"N"
2/23/2012 5:30:00 PM|"BLW"|19|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
2/26/2012 3:00:00 AM|"BLW"|30|"Male"||"BLK"|"BRO"|"MEXICO"||"N"
2/26/2012 3:18:00 PM|"BLW"|37|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"AGRICULTURE"|"N"
2/26/2012 7:02:00 PM|"BLW"|45|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"AGRICULTURE"|"N"
2/27/2012 10:16:00 AM|"SPW"|26|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/27/2012 10:22:00 AM|"SPW"|49|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/27/2012 12:43:00 PM|"SPW"|19|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/27/2012 12:55:00 PM|"SPW"|40|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/27/2012 2:32:00 PM|"SPW"|33|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/28/2012 12:23:00 PM|"SPW"|23|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
2/28/2012 1:29:00 PM|"BLW"|23|"Male"|"MED"|"BLK"|"BRO"|"HONDURAS"|"IN TRAVEL"|"N"
2/28/2012 1:29:00 PM|"BLW"|37|"Male"|"MED"|"BLK"|"BRO"|"HONDURAS"|"IN TRAVEL"|"N"
2/29/2012 3:30:00 PM|"SPW"|38|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
3/1/2012 9:39:00 AM|"SPW"|23|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
3/2/2012 10:18:00 PM|"BLW"|20|"Male"|"MED"|"BRO"|"BLU"|"CANADA"|"TRAVEL/SEEKING"|"N"
3/2/2012 10:18:00 PM|"BLW"|17|"Male"|"MED"|"BRO"|"BLU"|"CANADA"|"TRAVEL/SEEKING"|"N"
3/2/2012 10:18:00 PM|"BLW"|17|"Female"|"LGT"|"BRO"|"BLU"|"CANADA"|"TRAVEL/SEEKING"|"N"
3/3/2012 7:15:00 PM|"BLW"|26|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
3/4/2012 1:32:00 AM|"SPW"|24|"Male"|"LGT"|"BLK"|"GRN"|"MEXICO"|"TRAVEL/SEEKING"|"N"
3/4/2012 1:32:00 AM|"SPW"|24|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
3/4/2012 6:47:00 PM|"BLW"|32|"Male"|"FAR"|"BLK"|"BLK"|"CANADA"|"IN TRAVEL"|"N"
3/4/2012 6:47:00 PM|"BLW"|32|"Male"|"LGT"|"BRO"|"BRO"|"CANADA"|"IN INSTITUTION"|"N"
3/6/2012 8:10:00 AM|"SPW"|34|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"||"N"
3/6/2012 9:41:00 AM|"SPW"|25|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
3/6/2012 9:41:00 AM|"SPW"|29|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
3/6/2012 12:30:00 PM|"BLW"|37|"Male"|"LGT"|"BLK"|"HAZ"|"CANADA"|"TRAVEL/SEEKING"|"N"
3/6/2012 11:25:00 PM|"BLW"|25|"Male"|"MED"|"BLK"|"BRO"|"HONDURAS"|"TRAVEL/SEEKING"|"N"
3/6/2012 11:25:00 PM|"BLW"|26|"Male"|"MED"|"BLK"|"BRO"|"HONDURAS"|"TRAVEL/SEEKING"|"N"
3/6/2012 11:35:00 PM|"BLW"|23|"Male"|"MED"|"BLK"|"BRO"|"HONDURAS"|"TRAVEL/SEEKING"|"N"
3/7/2012 9:25:00 PM|"BLW"|29|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
3/8/2012 9:00:00 PM|"SPW"|32|"Male"|"MBR"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
3/8/2012 9:00:00 PM|"SPW"|31|"Male"|"MBR"|"BRO"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
3/9/2012 1:15:00 PM|"SPW"|41|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
3/9/2012 3:40:00 PM|"BLW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
3/9/2012 9:15:00 PM|"BLW"|47|"Male"|"MED"|"BLK"|"BRO"|"EL SALVADOR"|"TRAVEL/SEEKING"|"N"
3/10/2012 12:45:00 PM|"BLW"|33|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"||"N"
3/10/2012 3:35:00 PM|"BLW"|27|"Male"|"MED"|"BLK"|"BRO"|"EL SALVADOR"|"TRAVEL/SEEKING"|"N"
3/11/2012 5:45:00 PM|"SPW"|36|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
3/11/2012 7:52:00 PM|"BLW"|72|"Male"|"LGT"|"GRY"|"HAZ"|"CANADA"|"TRAVEL/SEEKING"|"N"
3/12/2012 8:25:00 AM|"BLW"|44|"Male"|"MED"|"GRY"|"BRO"|"CANADA"|"TRAVEL/SEEKING"|"N"
3/12/2012 12:50:00 PM|"BLW"|47|"Male"|"LGT"|"BLN"|"BLU"|"NEW ZEALAND"|"TRAVEL/SEEKING"|"N"
3/14/2012 11:52:00 AM|"SPW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
3/15/2012 2:13:00 PM|"BLW"|37|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
3/15/2012 2:13:00 PM|"BLW"|41|"Male"|"MED"|"BLK"|"BRO"|"EL SALVADOR"|"IN TRAVEL"|"N"
3/15/2012 5:43:00 PM|"BLW"|34|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"AGRICULTURE"|"N"
3/15/2012 5:43:00 PM|"BLW"|30|"Male"|"MED"|"BRO"|"BRO"|"MEXICO"|"AGRICULTURE"|"N"
3/15/2012 7:38:00 PM|"BLW"|23|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
3/15/2012 8:30:00 PM|"BLW"|47|"Male"|"LBR"|"BLK"|"BRO"|"SOUTH KOREA"|"TRAVEL/SEEKING"|"N"
3/15/2012 8:30:00 PM|"BLW"|44|"Male"|"MED"|"BLK"|"BRO"|"SOUTH KOREA"|"TRAVEL/SEEKING"|"N"
3/15/2012 8:30:00 PM|"BLW"|30|"Female"|"LBR"|"BLK"|"BRO"|"SOUTH KOREA"|"TRAVEL/SEEKING"|"N"
3/17/2012 11:30:00 AM|"BLW"|26|"Male"|"MED"|"GRY"|"GRN"|"CANADA"|"TRAVEL/SEEKING"|"N"
3/17/2012 5:15:00 PM|"SPW"|29|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
3/17/2012 5:15:00 PM|"SPW"|28|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
3/18/2012 2:00:00 PM|"BLW"|36|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN TRAVEL"|"N"
3/18/2012 3:00:00 PM|"BLW"|22|"Male"|"MED"|"BLK"|"BRO"|"GUATEMALA"|"IN TRAVEL"|"N"
3/18/2012 8:30:00 PM|"BLW"|37|"Male"|"MED"|"BLK"|"BRO"|"HONDURAS"|"TRAVEL/SEEKING"|"N"
3/18/2012 8:30:00 PM|"BLW"|24|"Male"|"MED"|"BLK"|"BRO"|"HONDURAS"|"TRAVEL/SEEKING"|"N"
3/18/2012 8:30:00 PM|"BLW"|33|"Male"|"MED"|"BLK"|"BRO"|"EL SALVADOR"|"IN TRAVEL"|"N"
3/20/2012 9:17:00 PM|"BLW"|17|"Male"||||"CANADA"|"TRAVEL/SEEKING"|"N"
3/21/2012 12:52:00 PM|"SPW"|35|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
3/22/2012 8:11:00 AM|"SPW"|24|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
3/22/2012 7:43:00 PM|"SPW"|22|"Male"|"MBR"|"BLK"|"BRO"|"GUATEMALA"|"SEEKING EMPLOYMENT"|"N"
3/22/2012 7:43:00 PM|"SPW"|37|"Male"|"MED"|"BRO"|"BRO"|"GUATEMALA"|"TRAVEL/SEEKING"|"N"
3/22/2012 9:19:00 PM|"BLW"|29|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
3/22/2012 9:19:00 PM|"BLW"|35|"Male"|"MED"|"BLK"|"BRO"|"INDIA"|"TRAVEL/SEEKING"|"N"
3/23/2012 8:03:00 AM|"SPW"|24|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
3/23/2012 10:59:00 AM|"SPW"|21|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"IN INSTITUTION"|"N"
3/24/2012 11:50:00 AM|"BLW"|27|"Male"|"MED"|"BLK"|"BRO"|"MEXICO"|"TRAVEL/SEEKING"|"N"
